review_id,task_id,candidate_commit,reviewer_ref,finding_id,severity,status,record_ref,resolution_commit
CP001-IR-2aafec4-E01H-v1,CP-001,2aafec4c15a8ea1f05a2a4d97268b8dd1e3fbbec,AI independent reviewer under CPD-12; session-observed Codex Work Mode,E01,high-evidence-gate,closed,external:CP001-IR-2aafec4-E01H-v1@sha256:66af42084583733828c7dc1096a2665a73ccedc724c8778ae023e651ada2abb1,2aafec4c15a8ea1f05a2a4d97268b8dd1e3fbbec
CP001-IR-58cfa0d-post-merge-v1,CP-001,58cfa0d53abb002bd33cd185f56f62c9d830162c,AI independent reviewer under CPD-12; session-observed Codex Work Mode,POST-MERGE-INTEGRATION,integration,accepted,external:CP001-IR-58cfa0d-post-merge-v1@sha256:e50d7d370165c8459d3bb070e057864bfcde4036b8974c82615a5dc98ddef451,58cfa0d53abb002bd33cd185f56f62c9d830162c
CP001-IR-58cfa0d-post-merge-v1,CP-001,58cfa0d53abb002bd33cd185f56f62c9d830162c,AI independent reviewer under CPD-12; session-observed Codex Work Mode,PM-R01,medium-records,open,external:CP001-IR-58cfa0d-post-merge-v1@sha256:e50d7d370165c8459d3bb070e057864bfcde4036b8974c82615a5dc98ddef451,UNSET_RECORDS_CLOSEOUT_CANDIDATE
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR-01,medium,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR-02,medium,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR-03,medium,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR-04,medium,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR-05,low,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,DOC-01,low,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,DOC-02,low,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,CP002-F01,medium,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,CP002-F02,low,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,IR1-01,low,closed,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1
CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1,CP-002,f0d2d59e6edb0b7a1ccac8254bd0099788bb2ad1,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,FINAL-DOC-01,low,open,external:CP002-CPD12-IR1-01-FINAL-f0d2d59e-v1@sha256:07a4c7cd7a71d25342faa1ec237b1194dd6776e8917fc0ef028e7c711bb9dc59,NOT_APPLICABLE_EXTERNAL_ERRATUM
CP002-CPD12-POST-MERGE-0810b890-v1,CP-002,0810b890928e61afa8d94f2f8d64e1c867203b29,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,FINAL-DOC-01,low,closed,external:CP002-CPD12-POST-MERGE-0810b890-v1@sha256:86247ead16276ca263e35f7cc554c62469ba3141532d01ccd6bd5d162b746326,NOT_APPLICABLE_EXTERNAL_ERRATUM
CP002-CPD12-POST-MERGE-0810b890-v1,CP-002,0810b890928e61afa8d94f2f8d64e1c867203b29,AI independent reviewer under CPD-12; session-observed Codex / ChatGPT Work Mode,POST-MERGE-INTEGRATION,integration,accepted,external:CP002-CPD12-POST-MERGE-0810b890-v1@sha256:86247ead16276ca263e35f7cc554c62469ba3141532d01ccd6bd5d162b746326,0810b890928e61afa8d94f2f8d64e1c867203b29
CP001-IR-32ecc89-PM-R01-final-v1,CP-001,32ecc8978c968e39d72391cde1ee97d931834ef9,AI independent reviewer under CPD-12; session-observed Codex Work Mode,PM-R01,medium-records,closed,external:CP001-IR-32ecc89-PM-R01-final-v1@sha256:b62165373138545c66213a3ebca989217b76d46044bdfcfbfcc47795280e69a1,32ecc8978c968e39d72391cde1ee97d931834ef9
